ticker,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
OMC,OMC,Common Stock,Omnicom Group Inc,"Omnicom Group Inc. (OMC) is a leading global provider of advertising, marketing, and corporate communications services, headquartered in New York City. The company operates a diverse portfolio of agency networks and specialty firms, utilizing innovative strategies and data-driven insights to help clients engage effectively with their target audiences across multiple channels. With a presence in over 100 countries, Omnicom serves a wide range of clients, from multinational corporations to local enterprises, emphasizing creativity and strategic planning to deliver measurable results. In an ever-evolving marketing landscape, Omnicom is strategically positioned for continued growth and success.",29989,NYSE,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"280 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10017",https://www.omnicomgroup.com,December,2025-06-30,15216934000,2552500000.0,10.94,1.223,23.16,2.8,0.0366,7.18,81.24,0.0867,0.148,0.0519,0.29,15910800000,2955200000,7.18,-0.206,0.042,99.67,3,4,3,0,0,10.94,8.35,0.956,3.318,1.175,7.42,0.97,103.3,67.75,76.96,77.74,193723000,191474000,1.187,116.648,2025-10-10,2025-09-02
ON,ON,Common Stock,ON Semiconductor Corporation,"ON Semiconductor Corporation is a prominent global supplier of semiconductor solutions, focusing on power management, analog, and imaging technologies that address a wide spectrum of applications in automotive, industrial, and consumer electronics sectors. Based in Phoenix, Arizona, the company is well-positioned to leverage the increasing demand for energy-efficient and smart technologies. ON Semiconductor's dedication to innovation and its comprehensive range of high-performance products not only enhance its market presence but also support sustainable growth in the dynamic semiconductor industry. As a key player in the market, ON Semiconductor is committed to delivering cutting-edge solutions that meet the evolving needs of its diverse customer base.",1097864,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"5701 NORTH PIMA ROAD, SCOTTSDALE, AZ, UNITED STATES, 85250",https://www.onsemi.com,December,2025-06-30,20260571000,1784100000.0,47.18,1.533,19.31,,,1.05,15.16,0.0728,0.165,0.0528,0.0575,6398800000,2424200000,1.05,-0.474,-0.154,57.53,3,12,18,0,1,47.18,17.01,3.166,2.51,3.201,16.28,1.489,76.06,31.04,49.51,49.17,408974000,406995000,0.375,110.815,,
OKE,OKE,Common Stock,ONEOK Inc,"ONEOK Inc. is a premier diversified energy firm based in Tulsa, Oklahoma, recognized for its pivotal role in the transportation and storage of natural gas and natural gas liquids across North America. As a prominent Fortune 500 company, it boasts a vast network of pipelines and processing facilities that strategically position it to capitalize on the surging demand for cleaner energy sources. Committed to sustainability and operational excellence, ONEOK is focused on growth initiatives that aim to enhance shareholder value while effectively addressing the energy requirements of various markets. Its robust financial foundation further underscores its capacity to navigate the evolving energy landscape and seize emerging opportunities.",1039684,NYSE,USD,USA,ENERGY,OIL & GAS MIDSTREAM,"100 WEST FIFTH STREET, TULSA, OK, UNITED STATES, 74103",https://www.oneok.com/,December,2025-06-30,43818422000,6843000000.0,13.56,1.532,34.66,4.08,0.0586,5.13,46.43,0.111,0.184,0.0628,0.168,27953000000,9415000000,5.13,0.008,0.612,93.32,5,7,8,0,0,13.56,11.95,1.568,2.091,2.791,10.74,1.001,113.92,68.25,73.32,85.72,629756000,627785000,0.185,74.957,2025-08-14,2025-08-01
ORCL,ORCL,Common Stock,Oracle Corporation,"Oracle Corporation is a leading multinational technology company based in Austin, Texas, specializing in a broad range of software products and cloud computing solutions. As a dominant force in the cloud infrastructure sector, Oracle is committed to driving digital transformation for enterprises by leveraging cutting-edge technologies, including artificial intelligence and machine learning. The company maintains a robust focus on research and development, consistently updating its portfolio to meet the evolving needs of global businesses, thereby solidifying its reputation for innovation and excellence in the technology space.",1341439,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"2300 ORACLE WAY, AUSTIN, TX, UNITED STATES, 78741",https://www.oracle.com,May,2025-08-31,878072627000,24463000000.0,69.37,2.304,8.5,1.9,0.0062,4.31,21.04,0.211,0.314,0.0715,0.692,59017998000,41113002000,4.31,-0.019,0.122,333.93,5,22,13,1,0,69.37,42.19,14.88,34.08,15.55,37.31,1.531,345.12,117.98,269.17,198.39,2850793000,1678316000,40.952,44.398,2025-10-23,2025-10-09
OTIS,OTIS,Common Stock,Otis Worldwide Corp,"Otis Worldwide Corporation is a premier global provider of vertical transportation solutions, focusing on the design, manufacture, installation, and maintenance of elevators, escalators, and moving walkways. Headquartered in Farmington, Connecticut, Otis boasts a rich legacy of innovation and engineering excellence, emphasizing improved efficiency, safety, and urban mobility accessibility. With a strong international footprint, the company harnesses advanced technologies and data-driven solutions to adapt to the dynamically changing needs of its clientele, establishing itself as a significant contributor to the burgeoning smart building and infrastructure markets.",1781335,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"ONE CARRIER PLACE, FARMINGTON, CT, UNITED STATES, 06032",https://www.otis.com,December,2025-06-30,35644600000,2569000000.0,23.59,2.265,-13.68,1.59,0.0178,3.85,35.66,0.107,0.169,0.147,0.0,14168001000,4285000000,3.85,-0.029,-0.002,100.86,3,2,9,0,1,23.59,20.79,2.516,13.2,3.08,21.01,0.99,105.86,83.85,88.69,94.69,392475000,391667000,0.117,91.973,2025-09-05,2025-08-15
PCAR,PCAR,Common Stock,PACCAR Inc,"PACCAR Inc is a leading American manufacturer specializing in medium- and heavy-duty trucks, and is recognized as a major player in the global commercial vehicle market. The company’s diverse portfolio features iconic brands such as Kenworth, Peterbilt, Leyland Trucks, and DAF, and it excels in vehicle design, manufacturing, and advanced information technology solutions. In addition to its commitment to producing high-quality trucks, PACCAR offers extensive customer support, powertrain solutions, and comprehensive financial services. With its focus on sustainability and innovation, PACCAR is well-positioned for long-term growth, making it an attractive option for institutional investors seeking reliable opportunities in the transportation sector.",75362,NASDAQ,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"777 - 106TH AVENUE N.E., BELLEVUE, WA, UNITED STATES, 98004",https://www.paccar.com,December,2025-06-30,49942585000,4312400000.0,16.01,2.436,36.07,1.26,0.0135,5.94,59.16,0.0988,0.115,0.058,0.168,31099601000,4888400000,5.94,-0.357,-0.144,104.62,1,6,11,1,0,16.01,14.81,1.606,2.747,1.913,12.62,0.946,114.66,84.08,98.57,98.74,525103000,514775000,1.921,73.048,2025-12-03,2025-11-12
PKG,PKG,Common Stock,Packaging Corp of America,"Packaging Corporation of America (PKG) is a premier manufacturer of containerboard and corrugated packaging solutions, based in Lake Forest, Illinois. The company is distinguished by its strong commitment to sustainability and innovation, which positions it favorably to meet the increasing demand for eco-friendly packaging across diverse industries. Operating state-of-the-art manufacturing facilities and utilizing advanced technologies, PKG consistently delivers high-quality products while enhancing production efficiency. With a reputation for operational excellence and robust financial performance, Packaging Corporation of America presents a compelling investment opportunity for institutional investors looking to gain exposure to the dynamic and evolving packaging sector.",75677,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"1 NORTH FIELD COURT, LAKE FOREST, IL, UNITED STATES, 60045",https://www.packagingcorp.com,December,2025-06-30,18963927000,1813700000.0,20.74,1.598,51.83,5.0,0.0241,10.16,96.87,0.105,0.148,0.0883,0.206,8640800000,1917800000,10.16,0.208,0.046,223.3,1,4,5,1,0,20.74,17.89,2.195,4.189,2.469,11.9,0.921,244.78,170.61,209.08,203.82,89979000,87703000,1.454,93.94,2025-10-15,2025-09-15
PLTR,PLTR,Common Stock,Palantir Technologies Inc. Class A Common Stock,"Palantir Technologies Inc. (PLTR) is a premier software provider specializing in data integration and analytics, serving a diverse range of clients across government and commercial sectors. Renowned for its platforms, Palantir Gotham and Palantir Foundry, the company enables organizations to efficiently aggregate, analyze, and visualize extensive datasets, driving critical decision-making and operational efficiency. Headquartered in Denver, Colorado, Palantir is recognized for its innovative use of advanced artificial intelligence and machine learning technologies, positioning itself as a key player in addressing complex challenges across global industries and presenting appealing investment opportunities for institutional investors.",1321655,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"1200 17TH STREET, DENVER, CO, UNITED STATES, 80202",https://www.palantir.com,December,2025-06-30,420402823000,597793000.0,579.81,3.622,2.5,,,0.31,1.485,0.222,0.268,0.0567,0.152,3440587000,2753511000,0.31,1.167,0.48,154.2,1,3,17,2,2,579.81,217.39,122.19,74.84,127.3,732.67,2.595,190.0,40.9,172.11,125.18,2274262000,2189957000,3.614,57.394,,
PANW,PANW,Common Stock,Palo Alto Networks Inc,"Palo Alto Networks, Inc. (PANW) is a premier cybersecurity provider, recognized for its innovative platform that safeguards organizations against a spectrum of cyber threats through advanced firewall systems, cloud security, and AI-driven threat intelligence. Based in Santa Clara, California, the company caters to a diverse global clientele, establishing itself as a pivotal ally in the increasingly complex cybersecurity arena. With a strategic emphasis on enhancing enterprise security and mitigating risk, Palo Alto Networks is committed to expanding its suite of offerings and market presence to meet the surging demand for comprehensive cybersecurity solutions.",1327567,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3000 TANNERY WAY, SANTA CLARA, CA, UNITED STATES, 95054",https://www.paloaltonetworks.com,July,2025-07-31,144363028000,1329500000.0,133.05,1.867,11.71,,,1.56,13.92,0.123,0.135,0.0307,0.174,9221500000,6769900000,1.56,-0.277,0.158,215.67,10,30,12,2,0,133.05,54.95,15.65,18.11,15.08,71.67,0.974,217.94,144.15,193.4,188.46,676871000,662472000,0.912,82.103,,
PSKY,PSKY,Common Stock,Paramount Skydance Corporation Class B Common Stock,"Paramount Skydance Corporation (PSKY) is a leading force in the global media and entertainment industry, based in New York, New York. With expertise in film, television, and digital media, the company is dedicated to creating and distributing high-quality content that engages and captivates audiences around the world. Through its innovative storytelling and robust production capabilities, Paramount Skydance is well-positioned to leverage growth opportunities in a dynamic market. Its strong brand recognition and diverse content portfolio enhance its appeal, making it a compelling investment for institutional investors seeking exposure in the entertainment sector.",2041610,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1515 BROADWAY, NEW YORK, NY, UNITED STATES, 10036",https://www.paramount.com,December,2025-06-30,8552548000,2576000000.0,449.33,0.838,24.75,0.2,0.0148,0.03,42.89,-0.0005,0.103,0.0304,0.0009,28756001000,9137000000,0.03,0.0,0.005,,0,2,8,3,4,449.33,10.17,0.297,0.544,0.741,12.26,1.188,20.86,9.92,12.59,11.56,633522000,632423000,5.571,82.534,,2025-06-16
PH,PH,Common Stock,Parker-Hannifin Corporation,"Parker-Hannifin Corporation is a premier global leader in motion and control technologies, headquartered in Mayfield Heights, Ohio. Utilizing its vast engineering capabilities, the company creates innovative solutions for a wide range of industries, such as aerospace, industrial automation, and automotive sectors. Committed to sustainability, Parker-Hannifin enhances customer productivity while fostering technological advancements and operational excellence. With its strategic positioning to leverage trends in automation and industrial expansion, the company presents a compelling investment opportunity for institutional investors seeking growth in industrial sectors.",76334,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"6035 PARKLAND BOULEVARD, CLEVELAND, OH, UNITED STATES, 44124-4141",https://investors.parker.com,June,2025-06-30,93197173000,5116000000.0,26.88,3.396,108.07,6.69,0.0092,27.4,154.72,0.178,0.224,0.0895,0.274,19850000000,7346000000,27.4,0.192,0.011,801.67,2,14,6,1,0,26.88,26.18,4.695,7.01,5.28,19.32,1.347,779.77,485.91,748.56,678.34,126544000,126253000,0.156,90.181,2025-09-12,2025-09-02
PAYX,PAYX,Common Stock,Paychex Inc,"Paychex, Inc. is a leading provider of integrated human resource, payroll, and benefits outsourcing solutions, primarily catering to small- and medium-sized enterprises. Headquartered in Rochester, New York, the company leverages cutting-edge technology and a client-centric approach to enhance workforce management efficiency. Offering a wide array of services including payroll processing, tax compliance, and employee benefits administration, Paychex is recognized for its unwavering commitment to reliability and superior customer support. As a reputable player in the HR services sector, Paychex not only helps businesses optimize their human capital but also drives sustainable growth, making it an invaluable partner for organizations seeking operational excellence.",723531,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"911 PANORAMA TRAIL SOUTH, ROCHESTER, NY, UNITED STATES, 14625-2396",https://www.paychex.com,May,2025-08-31,46278787000,2628000000.0,28.58,2.374,11.03,4.12,0.0323,4.5,16.08,0.279,0.367,0.108,0.413,5793200000,4219000000,4.5,-0.102,0.168,135.15,0,1,12,1,1,28.58,22.78,7.99,11.19,8.25,18.66,0.913,160.03,119.02,133.32,144.29,359894000,321609000,10.611,83.153,2025-11-26,2025-11-07
PAYC,PAYC,Common Stock,Paycom Soft,"Paycom Software, Inc. (PAYC) is a premier provider of cloud-based payroll and human capital management solutions, headquartered in Oklahoma City, Oklahoma. Founded to optimize payroll processes and enhance HR efficiency, Paycom offers an integrated suite of services, including payroll processing, talent acquisition, and workforce management. The company's commitment to innovation and superior user experience enables businesses of all sizes to manage their workforce effectively, establishing Paycom as a crucial ally in the dynamic human resource technology sector. With a robust platform and a dedication to exceptional customer service, Paycom has demonstrated consistent growth and earned a strong reputation in the industry.",1590955,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"7501 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK, UNITED STATES, 73142",https://www.paycom.com,December,2025-06-30,11324452000,627500000.0,27.17,1.775,32.93,1.5,0.0075,7.38,35.02,0.212,0.232,0.0825,0.258,1959900000,1688800000,7.38,0.317,0.105,244.31,0,5,15,0,0,27.17,20.16,5.78,6.29,5.55,14.89,0.827,267.33,160.21,217.9,223.06,56257000,49753300,11.586,92.133,2025-09-08,2025-08-25
PYPL,PYPL,Common Stock,PayPal Holdings Inc,"PayPal Holdings, Inc. is a prominent global technology platform that revolutionizes digital and mobile payments for consumers and merchants worldwide. Renowned for its innovative online payment systems, the company delivers a secure and seamless transaction experience, catering to millions and providing services from peer-to-peer transfers to sophisticated e-commerce payment processing solutions. Leveraging its extensive network, PayPal is well-positioned to capitalize on the growing demand for fintech solutions, continually enhancing its offerings with a strong emphasis on security and innovation, thereby reinforcing its status as a key player in the financial technology sector.",1633917,NASDAQ,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2211 NORTH FIRST STREET, SAN JOSE, CA, UNITED STATES, 95131",https://www.paypal.com,December,2025-06-30,66064421000,6536000000.0,14.81,0.762,21.04,,,4.67,32.59,0.145,0.193,0.0461,0.229,32292000000,13460000000,4.67,0.194,0.051,82.51,6,13,21,2,0,14.81,11.89,2.046,3.26,2.079,9.25,1.446,93.66,55.85,68.92,72.43,955378000,952168000,0.128,81.331,,
PNR,PNR,Common Stock,Pentair PLC,"Pentair PLC (PNR) is a prominent American water treatment company based in Minneapolis, Minnesota, recognized for its innovative solutions that enhance water management and sustainability. With a comprehensive portfolio that encompasses advanced water filtration, treatment systems, and pool and spa products, Pentair serves a wide array of sectors, including residential, commercial, and industrial markets. The company is dedicated to improving water quality and conservation by leveraging state-of-the-art technology to tackle global water challenges, thereby delivering significant value to its stakeholders. As a publicly traded company, Pentair is actively expanding its market footprint through strategic acquisitions and a steadfast commitment to environmental stewardship.",77360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"REGAL HOUSE, LONDON, UNITED KINGDOM, TW13 QS",https://www.pentair.com,December,2025-06-30,18099651000,1058600000.0,29.76,1.752,22.4,0.96,0.0088,3.71,24.84,0.149,0.256,0.0905,0.172,4099800000,1645600000,3.71,-0.189,0.022,117.89,3,10,5,0,2,29.76,21.19,4.415,5.02,4.826,22.29,1.104,113.95,73.85,108.56,99.25,163931000,162685000,0.759,94.269,2025-11-07,2025-10-24
PEP,PEP,Common Stock,PepsiCo Inc,"PepsiCo, Inc. is a preeminent global food and beverage leader, based in Purchase, New York, with operations extending to over 200 countries. The company boasts a diverse portfolio of well-established brands, including Pepsi, Mountain Dew, Gatorade, and Frito-Lay, strategically positioning itself within the rapidly evolving consumer landscape. With a strong commitment to sustainability and innovation, PepsiCo prioritizes environmental stewardship and social responsibility while actively responding to shifting consumer preferences. Through ongoing strategic acquisitions and robust marketing initiatives, PepsiCo not only reinforces its market dominance but also aims to enhance shareholder value amidst increasing competition.",77476,NASDAQ,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"700 ANDERSON HILL ROAD, PURCHASE, NY, UNITED STATES, 10577",https://www.pepsico.com,December,2025-09-30,207206711000,17028000000.0,28.33,2.948,14.16,5.49,0.0369,5.35,66.92,0.0823,0.169,0.0851,0.399,91748000000,50171998000,5.35,-0.108,0.027,153.48,2,4,15,2,0,28.33,16.81,2.258,10.58,2.597,16.56,0.458,170.89,125.14,144.78,142.36,1367340000,1363621000,0.19,79.42,2025-09-30,2025-09-05
PFE,PFE,Common Stock,Pfizer Inc,"Pfizer Inc. is a prominent global pharmaceutical and biotechnology company, based in New York City, with a rich history dating back to 1849. It excels in various therapeutic areas, including immunology, oncology, and cardiology, and is celebrated for its innovative approaches and robust pipeline of medications. Notably, Pfizer gained global recognition for its rapid development of the COVID-19 vaccine, playing a critical role in combating the pandemic and underscoring its commitment to addressing pressing health challenges. With a focus on strategic partnerships and pioneering research, Pfizer is poised to continue as a leader in enhancing healthcare outcomes worldwide.",78003,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"66 HUDSON BOULEVARD EAST, NEW YORK, NY, UNITED STATES, 10001-2192",https://www.pfizer.com,December,2025-06-30,140603654000,24505999000.0,13.11,3.772,15.6,1.7,0.0687,1.87,11.25,0.168,0.287,0.0525,0.122,63833002000,47120998000,1.87,69.74,0.103,28.81,1,7,14,1,0,13.11,8.67,2.203,1.736,3.159,10.01,0.465,27.69,20.18,24.88,24.81,5685550000,5675828000,0.073,67.129,2025-12-01,2025-11-07
PCG,PCG,Common Stock,PG&E Corp,"PG&E Corporation (PCG) is a premier energy provider in the United States, primarily operating through its subsidiary, Pacific Gas and Electric Company, to deliver electricity and natural gas to millions of customers across Northern and Central California. Based in San Francisco, PG&E is focused on ensuring reliable energy services while tackling pressing challenges such as climate change and infrastructure modernization. The company is committed to sustainability, actively investing in renewable energy sources and advanced technologies to bolster grid resilience and minimize carbon emissions, thereby positioning itself as a crucial participant in the shift towards a clean energy future.",1004980,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"300 LAKESIDE DRIVE, OAKLAND, CA, UNITED STATES, 94612",https://www.pgecorp.com,December,2025-06-30,36044530000,9423000000.0,14.77,0.782,13.47,0.035,0.0022,1.11,11.26,0.0961,0.219,0.024,0.0811,24452999000,9291000000,1.11,-0.012,-0.015,20.69,3,8,4,0,0,14.77,9.62,1.474,1.16,3.89,10.0,0.58,21.59,12.95,15.28,15.89,2197837000,2191793000,0.184,96.962,2025-10-15,2025-09-30
PM,PM,Common Stock,Philip Morris International Inc,"Philip Morris International Inc. (PM) is a premier global tobacco company headquartered in Switzerland, recognized for its dominant portfolio of brands, including the iconic Marlboro. As a leader in the industry, PMI is strategically pivoting towards smoke-free alternatives, evidenced by its substantial investments in research and development to innovate products like IQOS, which employs heated tobacco technology. With operations in over 180 markets, the company is dedicated to redefining its business model for a sustainable future while consistently delivering strong financial results.",1413329,NYSE,USD,USA,CONSUMER DEFENSIVE,TOBACCO,"677 WASHINGTON BOULEVARD, STAMFORD, CT, UNITED STATES, 06901",https://www.pmi.com,December,2025-06-30,248229315000,17838000000.0,23.6,1.012,-7.69,5.4,0.0339,6.74,25.12,0.211,0.501,0.148,0.0,39058002000,25949999000,6.74,0.264,0.071,188.33,5,8,4,0,0,23.6,18.83,6.36,-,7.5,17.57,0.479,183.57,113.18,164.02,159.84,1556589000,1552480000,0.156,81.98,2025-10-20,2025-10-03
PSX,PSX,Common Stock,Phillips 66,"Phillips 66 (PSX) is a prominent American multinational energy company based in Houston, Texas, focusing on refining, transportation, and marketing of petroleum products, alongside offering midstream logistics and chemicals solutions. With a strong commitment to sustainability and innovation, the company leverages its extensive infrastructure and strategic partnerships to meet growing global energy demands effectively. Phillips 66's diversified operations and forward-looking approach position it as a significant player in the evolving energy landscape, dedicated to generating long-term value for its shareholders.",1534701,NYSE,USD,USA,ENERGY,OIL & GAS REFINING & MARKETING,"2331 CITYWEST BOULEVARD, HOUSTON, TX, UNITED STATES, 77042",https://www.phillips66.com,December,2025-06-30,52875616000,3816000000.0,30.86,0.484,68.03,4.65,0.0358,4.24,323.36,0.0129,0.0442,0.013,0.0618,132965999000,13281000000,4.24,-0.098,-0.126,143.89,2,7,11,0,0,30.86,12.85,0.398,1.984,0.56,12.17,1.094,142.35,89.26,129.61,121.54,404124000,402669000,0.258,78.4,2025-12-01,2025-11-17
PNW,PNW,Common Stock,Pinnacle West Capital Corp,"Pinnacle West Capital Corporation (PNW) is a prominent utility holding company based in Phoenix, Arizona, primarily known for its subsidiary, Arizona Public Service Company (APS), which serves over 1.3 million customers statewide. Committed to reliable and affordable energy, Pinnacle West focuses on sustainable practices and the integration of renewable resources, positioning itself at the forefront of the clean energy transition. In addition to its core utility operations, the company owns Bright Canyon Energy, which enhances its portfolio by developing innovative energy solutions. With a strong commitment to operational efficiency and regulatory compliance, Pinnacle West is strategically positioned to adapt to the dynamic energy landscape while delivering consistent shareholder value and fostering community development.",764622,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"400 NORTH FIFTH STREET, PHOENIX, AZ, UNITED STATES, 85072-3999",https://www.pinnaclewest.com,December,2025-06-30,11160476000,2010236000.0,18.96,4.122,56.33,3.565,0.0387,4.93,45.0,0.11,0.229,0.0234,0.0903,5255240000,2148605000,4.93,-0.102,0.038,95.82,0,4,8,0,1,18.96,18.18,2.124,1.56,4.659,11.83,0.46,94.64,79.08,89.74,90.2,119427000,118656000,0.247,102.804,2025-09-02,2025-08-01
PNC,PNC,Common Stock,PNC Financial Services Group Inc,"PNC Financial Services Group, Inc., headquartered in Pittsburgh, Pennsylvania, is a leading bank holding company offering a wide array of financial services through its primary subsidiary, PNC Bank. With a presence in 21 states and the District of Columbia, PNC operates a network of 2,296 branches and over 9,000 ATMs, catering to the diverse needs of individual and institutional clients. The company excels in areas such as asset management, wealth and estate planning, and loan servicing, bolstered by a strong commitment to innovation and customer service. This strategic focus positions PNC as a formidable competitor in the dynamic financial services landscape.",713676,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"THE TOWER AT PNC PLAZA, PITTSBURGH, PA, UNITED STATES, 15222-2401",https://www.pnc.com,December,2025-06-30,74446545000,,12.77,1.939,131.61,6.4,0.0346,14.86,53.37,0.292,0.374,0.0113,0.114,21240001000,21240001000,14.86,0.137,0.045,222.48,4,11,7,1,0,12.77,11.44,3.505,1.355,6.26,-,1.109,208.51,141.07,198.2,185.88,392382000,390649000,0.38,85.534,2025-11-05,2025-10-14
POOL,POOL,Common Stock,Pool Corporation,"Pool Corporation is the leading wholesale distributor of swimming pool supplies and related outdoor products globally, catering to both residential and commercial sectors. With a comprehensive range of offerings and an expansive distribution network, PoolCorp effectively capitalizes on the increasing consumer interest in outdoor living and leisure. The company’s focus on quality, combined with strategic acquisitions, bolsters its competitive position and supports sustainable growth in the dynamic pool and spa industry. As a key player in this market, Pool Corporation is well-positioned to benefit from ongoing trends in recreational investments.",945841,NASDAQ,USD,USA,INDUSTRIALS,INDUSTRIAL DISTRIBUTION,"109 NORTHPARK BOULEVARD, COVINGTON, LA, UNITED STATES, 70433-5001",https://www.poolcorp.com,December,2025-06-30,11025978000,634118000.0,26.88,1.81,34.82,4.85,0.0166,10.99,140.3,0.0779,0.153,0.1,0.302,5276415000,1554177000,10.99,0.036,0.008,331.18,0,5,7,0,1,26.88,26.6,2.09,8.96,2.486,20.65,1.104,391.14,281.15,314.22,318.05,37318000,32654000,12.573,102.992,2025-08-28,2025-08-14
PPG,PPG,Common Stock,PPG Industries Inc,"PPG Industries, Inc. is a prominent American multinational specializing in paints, coatings, and specialty materials, recognized for its strong commitment to innovation and sustainability. Based in Pittsburgh, Pennsylvania, PPG operates in over 70 countries, catering to diverse markets such as automotive, aerospace, and industrial sectors. As a Fortune 500 company, PPG strategically invests in research and development to enhance its product portfolio and sustain its competitive advantage globally. The company's extensive international presence, coupled with a customer-focused approach, underpins its potential for continued growth and adaptability in a dynamic market landscape.",79879,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"ONE PPG PLACE, PITTSBURGH, PA, UNITED STATES, 15272",https://www.ppg.com,December,2025-06-30,22682849000,2615000000.0,17.88,0.68,33.57,2.72,0.0275,5.62,68.02,0.0646,0.152,0.0605,0.166,15640001000,6516000000,5.62,-0.115,-0.009,124.5,0,9,15,0,0,17.88,12.24,1.45,3.113,1.913,11.99,1.149,129.03,89.08,107.84,111.26,225700000,224948000,0.14,88.253,2025-09-12,2025-08-11
PPL,PPL,Common Stock,PPL Corporation,"PPL Corporation is a prominent energy provider based in Allentown, Pennsylvania, recognized for its integrated operations in electricity generation, transmission, and distribution. The company serves millions of customers across several states, underpinned by a strong portfolio of regulated utilities and a commitment to advancing renewable energy initiatives. PPL is focused on sustainability and minimizing carbon emissions, effectively positioning itself as a key contributor to the transition towards a cleaner energy landscape. Through ongoing innovation and strategic expansion, PPL Corporation aims to enhance operational efficiency and deliver long-term value to its shareholders.",922224,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"645 HAMILTON STREET, ALLENTOWN, PA, UNITED STATES, 18101",https://www.pplweb.com,December,2025-06-30,27998048000,3264000000.0,28.25,1.291,19.32,1.06,0.0283,1.34,11.93,0.112,0.212,0.0288,0.0697,8806000000,3641000000,1.34,-0.034,0.077,39.08,2,6,4,0,1,28.25,18.73,3.179,1.884,5.04,13.18,0.665,37.96,30.49,36.46,34.94,739515000,737777000,0.106,83.935,2025-10-01,2025-09-10
PFG,PFG,Common Stock,Principal Financial Group Inc,"Principal Financial Group Inc. (PFG), based in Des Moines, Iowa, is a prominent financial services provider that excels in investment management and insurance solutions. The company offers a comprehensive range of products, including retirement plans, asset management services, and various insurance options, catering to millions of clients globally. Recognized for its focus on sustainability and innovative practices, Principal Financial Group is dedicated to empowering individuals and businesses to achieve financial security and growth through technology-driven insights and customized financial strategies.",1126328,NASDAQ,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"711 HIGH STREET, DES MOINES, IA, UNITED STATES, 50392",https://www.principal.com,December,2025-06-30,18108848000,1692750000.0,16.07,1.5,51.15,2.96,0.0372,5.06,66.66,0.0753,0.141,0.0029,0.104,15130800000,6831000000,5.06,0.201,-0.148,87.92,2,1,6,2,1,16.07,9.12,1.197,1.644,1.26,-,1.029,88.63,67.06,80.46,80.0,222768000,221169000,1.126,75.401,2025-09-26,2025-09-04
